evolucion,id_proyecto,origen,presentado_por,tipo,titulo
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO,134192,CRR,"Abdala, Pablo; Amarilla, Gerardo",PROYECTO DE LEY,NEGOCIACION COLECTIVA. SISTEMA. MODIFICACION
:CAMARA_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_INFORMA:CAMARA_APRUEBA:COMISION_INFORMA:CAMARA_APRUEBA:PASE_ARCHIVO,132631,CRR,"Abdala, Pablo",RESOLUCION,COMISION PLANTA REGASIFICADORA (INVESTIGADORA). NOMBRAMIENTO.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:PROMULGA_PE:PASE_ARCHIVO,128750,CRR,"Abdala, Pablo; Mier Estades, Egardo Dionisio",LEY,FIBROMIALGIA. DIAGNOSTICO Y TRATAMIENTO. INTERES NACIONAL. DECLARACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:PASE_ARCHIVO,127291,CRR,"Abdala, Pablo",PROYECTO DE LEY,PEDIDOS INFORMES LEGISLADORES. RESPUESTA ORGANISMOS. PLAZOS. MODIFICACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_POSTERGA:COMISION_APRUEBA:COMISION_INFORMA:PASE_ARCHIVO,127267,CRR,"Abdala, Pablo",MINUTA DE COMUNICACION,"RIERA, Estanislao. PENSION GRACIABLE. OTORGAMIENTO."
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:CAMARA_RECHAZA:PASE_ARCHIVO,127195,CRR,"Abdala, Pablo; Trobo, Jaime Mario",PROYECTO DE RESOLUCION,REPUBLICA BOLIVARIANA VENEZUELA. DELEGACION CAMARA. CONCURRENCIA.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO,127168,CRR,"Abdala, Pablo",PROYECTO DE LEY,PAGO ELECTRONICO PASIVIDADES. INSTITUCION. ELECCION. MODIFICACION.
:PEDIDO_INFORME_ENVIO,143597,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,FIBROMIALGIA. LEY 19728. ARTICULO 6 CUMPLIMIENTO. REGLAMENTACION. INFORMES.
:PEDIDO_INFORME_ENVIO,142710,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,"REFUGIADOS CARCEL GUANTANAMO. 
ASISTENCIA FINANCIERA. PRORROGA. INFORMES."
:PEDIDO_INFORME_ENVIO,142676,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,ASOCIACION URUGUAYA FUTBOL. CAMARAS RECONOCIMIENTO FACIAL. COMPRA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,142684,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,UTE. AJUSTE TARIFAS. ANALISIS GERENCIALES. INFORMES.
:PEDIDO_INFORME_ENVIO,142337,Comisión Permanente,"Abdala, Pablo",PEDIDO DE INFORMES,TARIFAS PÚBLICAS. AUMENTO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141748,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,CONTRATO GAS SAYAGO y OAS. INCUMPLIMIENTO. ACCIONES JUDICIALES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141410,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,"UTE. NUEVO INFORME GERENCIAS DISTRIBUCION Y COMERCIAL. DISMINUCION INVERSIONES,  SOLICITUD DIRECTORIO . INFORMES."
:PEDIDO_INFORME_ENVIO,141311,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,ANCAP. TRIBUNAL CUENTAS. OAS - GAS SAYAGO PROCESO DAÑOS Y PERJUICIOS. SITUACION. INFORMES.
:PEDIDO_INFORME_ENVIO,140788,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,ALUR. COMPRA GRANOS. ERROR PAGO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140629,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,UTE. INTERRUPCION ENERGIA ELECTRICA. AÑO 2018. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140630,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,UTE. INTERRUPCION ENERGIA ELECTRICA. AÑO 2018. INFORMES.
:PEDIDO_INFORME_ENVIO,140343,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,UTE. INCENDIO SUBESTACION PALERMO (MONTEVIDEO). INTERRUPCION ELECTRICA. CAUSA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140344,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,UTE. INCENDIO SUBESTACION PALERMO. (MONTEVIDEO). INTERRUPCION ELECTRICA. URSEA. CRITERIOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140345,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,UTE. INCENDIO SUBESTACION PALERMO (MONTEVIDEO). INTERRUPCION ELECTRICA. SINIESTRO. CAUSA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,139518,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,MINISTERIO INTERIOR. INGRESO PERSONAL EJECUTIVO. ASCENSO. PROCEDIMIENTO. SITUACION. INFORMES.
:PEDIDO_INFORME_ENVIO,139127,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,MINERA OROSUR MINING. EXPLOTACION. SITUACION. INFORMES.
:PEDIDO_INFORME_ENVIO,139054,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,BPS. DIRECCION GENERAL DE REGISTROS. PAGO PROVEEDORES. MULTA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO:PEDIDO_INFORME_RESPUESTA,139041,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,PLANTA GASIFICADORA. GAS SAYAGO. SHELL. CONSTRUCCION. SITUACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139060,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,BPS. DIRECCION GENERAL DE REGISTROS. MULTA. DETALLES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138650,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,SISTEMA NACIONAL INTEGRADO CUIDADOS. FUNCIONAMIENTO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138654,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,MONITOREO MEDIOS COMUNICACION. CONTRATACION SERVICIOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138699,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,AERONAVE PRESIDENCIAL MULTIPROPOSITO. SITUACION. INFORMES.
:PEDIDO_INFORME_ENVIO,138363,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,PRIMERA ETAPA ENDURO DE VERANO LOS ARRAYARES (RIO NEGRO). FALLECIMIENTO MOTOCICLISTA. INFORMES.
:PEDIDO_INFORME_ENVIO,138355,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,INCREMENTO SINIESTRALIDAD CONSECUENCIAS FACTORES 2018. CONTROLES TRANSITO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138368,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,ANCAP. DEPOSITOS CARBON CUENCA NORTE. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138394,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,UTE. DEMANDA EMPRESA HYUNDAI. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137990,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,ANCAP. PERFORACIONES CUENCA NORTE. EXPLORACION PETROLERA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137286,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,TRIBUNAL CUENTAS. LICITACION MDN ADQUISICION AERONAVE MULTIPROPOSITO. INFORMES.
:PEDIDO_INFORME_ENVIO,137287,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,MDN. ADQUISICION AERONAVE MULTIPROPOSITO. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137323,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,MEMORANDO GAS SAYAGO - SHELL CONSTRUCCION PLANTA REGASIFICADORA. INFORMES.
:PEDIDO_INFORME_ENVIO,137138,CRR,"Abdala, Pablo; García, Mario",PEDIDO DE INFORMES,MUTUAL URUGUAYA FUTBOLISTAS PROFESIONALES. INTERVENCION. SOLICITUD. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,136879,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,TRABAJADOR RURAL ESTANCIA FLOR DE CEIBO SALTO (DPTO). INFORMES.
:PEDIDO_INFORME_ENVIO,136920,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,REPUBLICA COREA. GLICERINA.  EXPORTACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,136934,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,JUICIO ASSE. RECHAZO APELACION FALTAS ORTOGRAFICAS. CONOCIMIENTO. DIRECCION ASUNTOS CONSTITUCIONALES LEGALES Y REGISTRALES. INFORMES.
:PEDIDO_INFORME_ENVIO,136589,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,EMPRESA GAS SAYAGO. SITUACION ECONOMICA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,136288,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,BPS. PASIVIDADES SERVIDAS MENSUALMENTE. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,134408,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,INSTITUTOS ASISTENCIA TECNICA. VINCULACION MVOTMA Y DIRECCION NACIONAL VIVIENDA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,134200,CRR,"Abdala, Pablo",PEDIDO DE INFORMES,"POLICIA NACIONAL TRANSITO. MOVILES, RECURSOS HUMANOS Y CONTROLES. INFORMES."
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,142233,CRR,"Acosta, José Luis",PEDIDO DE INFORMES,CONVENIO MVOTMA - INTENDENCIA TREINTA Y TRES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140792,CRR,"Acosta, José Luis",PEDIDO DE INFORMES,JUNTA DEPARTAMENTAL TREINTA Y TRES (TREINTA Y TRES) TRIBUNAL CUENTAS. AUDITORIA. INFORMES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:PROMULGA_PE:PASE_ARCHIVO,124475,CRR,"Alsina, Herman",LEY,"CALVETE AYESTARAN, Jorge. LICEO 2 CHUY (ROCHA). DENOMINACION."
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_APRUEBA:COMISION_INFORMA:CAMARA_DISCUCION:CAMARA_DISCUCION:CAMARA_APRUEBA:PROMULGA_PE:PASE_ARCHIVO:PASE_ARCHIVO,127915,CRR,"Alvarez, Martín",LEY,COSTA DEL INMIGRANTE. REGION ESTE COLONIA (DPTO). DENOMINACION.
:PEDIDO_INFORME_ENVIO,143479,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,PROYECTO URUGUAY-PNUD EVALUACION MULTI-AMENAZA CAMBIO CLIMATICO. FINANCIAMIENTO. INFORMES.
:PEDIDO_INFORME_ENVIO,141825,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,BECAS ESTUDIO JULIO CASTRO. CONDICIONES. CAMBIO. INFORMES.
:PEDIDO_INFORME_ENVIO,141287,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,GUARDIA REPUBLICANA REGION RIVERA - TACUAREMBO (DPTOS). INGRESO PERSONAL. PROCEDIMIENTOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,141141,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,ESTUDIO PERSPECTIVA GENERO. CENTROS INMUJERES Y CENTROS MEC. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140229,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés",PEDIDO DE INFORMES,AGUA OSE. PROCESO POTABILIZACION. SITUACION. INFORMES.
:PEDIDO_INFORME_ENVIO,140219,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés",PEDIDO DE INFORMES,AGUA ENVASADA. BACTERIAS COLIFORMES. PRESENCIA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,140227,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés",PEDIDO DE INFORMES,AGUA ENVASADA. BACTERIAS COLIFORMES. PRESENCIA. INFORMES.
:PEDIDO_INFORME_ENVIO,139985,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,DESTACAMENTO BOMBEROS MALDONADO ZONA 6. PERSONAL PERIODO 2016 - 2018. CANTIDAD VEHICULOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,139094,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,FREE SHOP FRONTERA. BRASIL. NUEVA NORMATIVA. IMPACTO ECONOMICO. INFORMES.
:PEDIDO_INFORME_ENVIO,139096,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,FREE SHOP FRONTERA. BRASIL. NUEVA NORMATIVA. IMPACTO ECONOMICO. INFORMES.
:PEDIDO_INFORME_ENVIO,138862,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,JEFATURA POLICIA RIVERA (DPTO). OFICIALES. RETIROS E INGRESOS PERIODO 2015-2018. INFORMES.
:PEDIDO_INFORME_ENVIO,138767,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,CUENCA RIO SANTA LUCIA. OBRAS. AVANCE. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138791,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,CUENCA RIO SANTA LUCIA. AGUA. ANALISIS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138708,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,MEF. SOCIEDADES ANONIMAS AL PORTADOR TITULARES EXPLOTACIONES AGROPECUARIAS. PROHIBICION LEY 18172. EXCEPCIONES. INFORMES.
:PEDIDO_INFORME_ENVIO,138711,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,MGAP. SOCIEDADES ANONIMAS AL PORTADOR TITULARES EXPLOTACIONES AGROPECUARIAS. PROHIBICION LEY 18172. EXCEPCIONES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138348,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,MIEM. PERFORACIONES BUSQUEDA HIDROCARBUROS LITORAL PAIS. ACCIDENTES IMPACTO AMBIENTAL. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,138350,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,PERFORACIONES BUSQUEDA HIDROCARBUROS LITORAL PAIS. IMPACTO AMBIENTAL. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137528,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,PROCEDIMIENTO HORMONIZACION. PRESUPUESTO. INFORMES.
:PEDIDO_INFORME_ENVIO,137527,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,MTSS. AUDIENCIAS RECLAMOS SALARIALES PERIODO 2015 - 2016. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO:PASE_ARCHIVO,137530,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,PODER JUDICIAL. JUICIOS LABORALES POR DEPARTAMENTO PERIODO 2015 - 2016. INFORMES.
:PEDIDO_INFORME_ENVIO,137557,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,RUTAS 30 Y 27. CONTRATO CONSTRUCCION. INFORMES.
:PEDIDO_INFORME_ENVIO,137531,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,MIDES. RESULTADOS ENCUESTA PERSONAS TRANSEXUALES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137100,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés",PEDIDO DE INFORMES,RIO NEGRO. MORTANDAD PECES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137101,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés",PEDIDO DE INFORMES,RIO NEGRO. REPRESA PALMAR. MORTANDAD PECES. MIEM. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,137102,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés",PEDIDO DE INFORMES,RIO NEGRO. REPRESA PALMAR. MORTANDAD PECES. MGAP. INFORMES.
:PEDIDO_INFORME_ENVIO,136998,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,FUNCIONARIOS MINISTERIO INTERIOR. RECAUDACION APORTES VIVIENDA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,136905,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,ARMAS INCAUTADAS PROCEDIMIENTOS POLICIALES. PERIODO 2015-2017. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,136906,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,LICENCIATURAS EN URUGUAY. DURACION. INFORMES.
:PEDIDO_INFORME_ENVIO,136286,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,AFE. VIA FERREA TRAMO PINTADO - RIVERA. RECUPERACION. INFORMES.
:PASE_ARCHIVO:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA,135536,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,GUARDIA REPUBLICANA SALTO (SALTO). REMUNERACIONES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,135474,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,CERRO PADILLA (PAYSANDU). PERFORACION. SUSPENSION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,135118,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,MVOTMA. CONTAMINACION RIO NEGRO. CONTROLES REALIZADOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_AMPLIACION_17673,134843,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,EXPEDIENTE MINISTERIO SALUD PUBLICA. TRAMITE. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,134726,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,VIVIENDAS CONSTRUIDAS JUBILADOS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,134728,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,LICEO MARIO BRUM. TRANQUERAS (RIVERA). OBRAS AMPLIACION. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,134223,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,BHU. PAGOS CHEQUES Y TARJETAS. DENEGATORIA. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,133009,CRR,"Amarilla, Gerardo; Rapela, Valentina",PEDIDO DE INFORMES,ADOPCIONES INAU. REGISTRO UNICO ASPIRANTES.  INSCRIPCIONES. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PEDIDO_INFORME_AMPLIACION_17673,131783,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,"CANNABIS. COSTOS PRODUCCION, DISTRIBUCION Y COMERCIALIZACION. INFORMES."
:PEDIDO_INFORME_ENVIO,131784,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,PROGRAMAS ANEP PREVENCION USO DROGAS. MEDIDAS ADOPTADAS. INFORMES.
:PEDIDO_INFORME_ENVIO:PEDIDO_INFORME_RESPUESTA:PASE_ARCHIVO,130251,CRR,"Amarilla, Gerardo",PEDIDO DE INFORMES,TARJETAS CREDITO Y DEBITO. EMISION Y TRANSACCIONES. INFORMES.
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:CAMARA_APRUEBA:PASE_ARCHIVO,140459,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés; Gianoli, Gabriel; Goñi Reyes, Rodrigo; Olivera, Nicolás; Radío, Daniel; Rapela, Valentina",RESOLUCION,NIGERIA. VIOLENCIA ETNICA Y RELIGIOSA. CONDENA CAMARA REPRESENTANTES.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,140122,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés; Bacigalupe Aunés, Rubén Aníbal; Bacigalupi, Marcelo; Berois Quinteros, Ricardo; Bianchi, Graciela; Carreras, Ernesto; Gianoli, Gabriel; Irazábal Calleri, Benjamín Eduardo; Lancaster, Elena; Niffouri Blanco, Amín; Penadés, Gustavo; Quintela, Mabel; Rodríguez Servetto, Nelson; Satdjian, José",PROYECTO DE LEY,HIMNO NACIONAL. RADIO Y TELEVISION. EMISION. REGLAMENTACION.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:PASE_ARCHIVO,139759,CRR,"Amarilla, Gerardo; Arocena Argul, José Andrés; Bacigalupe Aunés, Rubén Aníbal; Casaretto, Federico; Niffouri Blanco, Amín; Penadés, Gustavo; Quintela, Mabel; Rodríguez, Gloria; Umpiérrez, Alejo",PROYECTO DE LEY,DELITOS. INVESTIGACION POLICIAL. COMUNICACION PREVIA MINISTERIO PUBLICO. CODIGO PROCESO PENAL. MODIFICACION.
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:PASE_ARCHIVO,138017,CRR,"Amarilla, Gerardo; Bacigalupe Aunés, Rubén Aníbal; Núñez, Gerardo; Placeres, Daniel; Puig, Luis",MINUTA DE COMUNICACION,TRABAJADORES COMPAÑIA NACIONAL CEMENTOS. SEGURO DESEMPLEO. EXTENSION. SOLICITUD.
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:PASE_ARCHIVO,138016,CRR,"Amarilla, Gerardo; Bacigalupe Aunés, Rubén Aníbal; Núñez, Gerardo; Placeres, Daniel; Puig, Luis; Reisch, Nibia; Viera, Nicolás",MINUTA DE COMUNICACION,TRABAJADORES FANAPEL. SEGURO DESEMPLEO. EXTENSION. SOLICITUD.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:PASE_ARCHIVO,137920,CRR,"Amarilla, Gerardo; Perdomo, Gabriela; Placeres, Daniel; Puig, Luis",MINUTA DE COMUNICACION,TRABAJADORES EX RAINCOOP. SEGURO DESEMPLEO. EXTENSION. SOLICITUD.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA,137042,CRR,"Amarilla, Gerardo; Goñi Reyes, Rodrigo; Umpiérrez, Alejo",PROYECTO DE LEY,COMISIONES ETICA Y TRANSPARENCIA. CAMARAS SENADORES Y REPRESENTANTES. CREACION
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:PASE_ARCHIVO,136661,CRR,"Amarilla, Gerardo",PROYECTO DE LEY,VICHADERO (RIVERA). CENTENARIO FUNDACION. FERIADO NO LABORABLE. DECLARACION
:CAMARA_ENTRADA:PASE_COMISION:CAMARA_URGENCIA:PASE_ARCHIVO,136177,CRR,"Amado, Fernando; Amarilla, Gerardo; Battistoni, Julio; Caggiani, Daniel; Mendiondo, Constante; Mutti Fornaroli, María Manuela; Núñez, Gerardo; Pereyra, Susana; Placeres, Daniel; Puig, Luis; Reutor, Carlos; Rodríguez, Edgardo",MINUTA DE COMUNICACION,TRABAJADOR SECTOR CITRICOLA. SEGURO DESEMPLEO. PLAZO. EXTENSION. SOLICITUD.
:CAMARA_ENTRADA:PASE_COMISION:COMISION_ENTRADA:COMISION_ENTRADA:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_TRATAMIENTO:COMISION_POSTERGA:COMISION_TRATAMIENTO:COMISION_POSTERGA:PASE_ARCHIVO,135128,CRR,"Amarilla, Gerardo; Umpiérrez, Alejo",PROYECTO DE LEY,HIDROCARBUROS. EXPLORACION Y EXPLOTACION. FRACTURACION HIDRAULICA. PROHIBICION.
